"X","dia","min","max"
833,"1974-04-12",6.6,12
834,"1974-04-13",5.4,13.8
835,"1974-04-14",6.4,17.6
836,"1974-04-15",6.6,16.2
837,"1974-04-16",6.6,18
838,"1974-04-17",8.6,18.4
839,"1974-04-18",5.4,20.8
840,"1974-04-19",9,21.6
841,"1974-04-20",9.8,21
842,"1974-04-21",6,17.2
843,"1974-04-22",5.4,19
844,"1974-04-23",8.6,19.2
845,"1974-04-24",5.2,19
846,"1974-04-25",9.6,16.4
847,"1974-04-26",7.4,14.2
848,"1974-04-27",5,16.2
849,"1974-04-28",8.6,14.6
850,"1974-04-29",5.6,15
851,"1974-04-30",3.2,15.6
852,"1974-05-01",12.8,19
853,"1974-05-02",6,17
854,"1974-05-03",6.4,17.2
855,"1974-05-04",5,17.8
856,"1974-05-05",5.8,22
857,"1974-05-06",3.6,22.6
858,"1974-05-07",5.4,24.6
859,"1974-05-08",6.6,25.6
860,"1974-05-09",7.8,25
861,"1974-05-10",8,22.6
862,"1974-05-11",11.8,24.6
863,"1974-05-12",9,22
864,"1974-05-13",9.8,26.6
865,"1974-05-14",7.8,31.2
866,"1974-05-15",12.2,29.8
867,"1974-05-16",12.2,26
868,"1974-05-17",8.2,30
869,"1974-05-18",11.4,30.6
870,"1974-05-19",14,29.4
871,"1974-05-20",14.4,32.2
872,"1974-05-21",20,34
873,"1974-05-22",12.4,35.4
874,"1974-05-23",12,24.8
875,"1974-05-24",14.6,21.2
876,"1974-05-25",13.6,24
877,"1974-05-26",6.8,29.6
878,"1974-05-27",11.6,26.4
879,"1974-05-28",8.6,30.4
880,"1974-05-29",15,26.4
881,"1974-05-30",13,21
882,"1974-05-31",12,27
883,"1974-06-01",11.2,33
884,"1974-06-02",16.6,28
885,"1974-06-03",15,32
886,"1974-06-04",15,31.4
887,"1974-06-05",14,34
888,"1974-06-06",13,35.6
889,"1974-06-07",13.4,34.4
890,"1974-06-08",13.2,34.2
891,"1974-06-09",15,35
892,"1974-06-10",13.6,34.2
893,"1974-06-11",15.4,29
894,"1974-06-12",10.6,30.6
895,"1974-06-13",15,26.6
896,"1974-06-14",15,28
897,"1974-06-15",12.2,21.2
898,"1974-06-16",12,28
899,"1974-06-17",12.6,30.2
900,"1974-06-18",12.4,32.4
901,"1974-06-19",17.4,26.6
902,"1974-06-20",13.2,29
903,"1974-06-21",15.4,28
904,"1974-06-22",13.6,24.4
905,"1974-06-23",9.4,25
906,"1974-06-24",11.6,25.4
907,"1974-06-25",14,22.2
908,"1974-06-26",10.8,23.6
909,"1974-06-27",9.6,25
910,"1974-06-28",17,23.6
911,"1974-06-29",17,28.6
912,"1974-06-30",15.4,37.6
913,"1974-07-01",18.4,39.2
914,"1974-07-02",19,39.4
915,"1974-07-03",19,39
916,"1974-07-04",17.4,33.2
917,"1974-07-05",14.4,32
918,"1974-07-06",15.8,37.4
919,"1974-07-07",17.4,34.4
920,"1974-07-08",17.6,36
921,"1974-07-09",19,40
922,"1974-07-10",19.6,41
923,"1974-07-11",16.2,42
924,"1974-07-12",17.4,38.4
925,"1974-07-13",22,37.6
926,"1974-07-14",20,31.4
927,"1974-07-15",17,34
928,"1974-07-16",15.4,36.6
929,"1974-07-17",16.2,36.4
930,"1974-07-18",14,35
931,"1974-07-19",17,36.4
932,"1974-07-20",17.4,35
933,"1974-07-21",17.4,35
934,"1974-07-22",14,37.4
935,"1974-07-23",14.6,37
936,"1974-07-24",17,37.4
937,"1974-07-25",17.6,40
938,"1974-07-26",17.4,38.4
939,"1974-07-27",16.8,37
940,"1974-07-28",17,39
941,"1974-07-29",20.4,40.2
942,"1974-07-30",20,36.6
943,"1974-07-31",15.4,36
944,"1974-08-01",17,37
945,"1974-08-02",19,37.4
946,"1974-08-03",17.2,31.4
947,"1974-08-04",15.4,36.6
948,"1974-08-05",14,39.8
949,"1974-08-06",17.8,38
950,"1974-08-07",20.4,37
951,"1974-08-08",15.4,34.2
952,"1974-08-09",13.6,38.4
953,"1974-08-10",16.4,41
954,"1974-08-11",18,42.2
955,"1974-08-12",22,39.4
956,"1974-08-13",19.6,36.6
957,"1974-08-14",19.4,38.6
958,"1974-08-15",18,42.4
959,"1974-08-16",20,42
960,"1974-08-17",18,37.4
961,"1974-08-18",16.4,33.4
962,"1974-08-19",17.6,31
963,"1974-08-20",19.2,30.4
964,"1974-08-21",15,34
965,"1974-08-22",16.6,37
966,"1974-08-23",18.4,38
967,"1974-08-24",17.6,35.6
968,"1974-08-25",18,32.4
969,"1974-08-26",17,36
970,"1974-08-27",15,37.4
971,"1974-08-28",18,34.6
972,"1974-08-29",19.4,29.6
973,"1974-08-30",12.4,27.8
974,"1974-08-31",9,28.4
975,"1974-09-01",10.6,30.6
976,"1974-09-02",14.2,30.6
977,"1974-09-03",19.8,29.4
978,"1974-09-04",14.6,32.6
979,"1974-09-05",17.8,31
980,"1974-09-06",14.2,31.6
981,"1974-09-07",13.2,31
982,"1974-09-08",14,29.6
983,"1974-09-09",12.2,31
984,"1974-09-10",14.8,34.8
985,"1974-09-11",14.4,32.6
986,"1974-09-12",14,33.4
987,"1974-09-13",15.4,33
988,"1974-09-14",15,32.2
989,"1974-09-15",14.4,28.4
990,"1974-09-16",11.6,31.2
991,"1974-09-17",14.4,32
992,"1974-09-18",17,33.8
993,"1974-09-19",15.6,32.4
994,"1974-09-20",15.4,28
995,"1974-09-21",14.4,25.6
996,"1974-09-22",14.6,28
997,"1974-09-23",13,28.6
998,"1974-09-24",10.2,28.6
999,"1974-09-25",10,30
1000,"1974-09-26",10.4,33
1001,"1974-09-27",10,33.6
1002,"1974-09-28",18,27.6
1003,"1974-09-29",5.4,24.4
1004,"1974-09-30",7,26.4
1005,"1974-10-01",5,30
1006,"1974-10-02",10.2,30.2
1007,"1974-10-03",11,28.2
1008,"1974-10-04",12.8,27.6
1009,"1974-10-05",16.2,25.4
1010,"1974-10-06",14.2,27.6
1011,"1974-10-07",10,26.4
1012,"1974-10-08",9.6,23.6
1013,"1974-10-09",13,26.8
1014,"1974-10-10",12,25.2
1015,"1974-10-11",16.4,24
1016,"1974-10-12",10,22
1017,"1974-10-13",9.4,20
1018,"1974-10-14",3,20.6
1019,"1974-10-15",3.8,21.4
1020,"1974-10-16",4.4,22.8
1021,"1974-10-17",10.4,22.4
1022,"1974-10-18",6.4,23
1023,"1974-10-19",6.6,24.2
1024,"1974-10-20",5,26.4
1025,"1974-10-21",9,23.2
1026,"1974-10-22",10.6,20
1027,"1974-10-23",2.8,18
1028,"1974-10-24",6,15.2
1029,"1974-10-25",6.2,15.6
1030,"1974-10-26",6.6,18.2
1031,"1974-10-27",5.2,21.6
1032,"1974-10-28",5,24.2
1033,"1974-10-29",9.4,20.6
1034,"1974-10-30",4.4,17.4
1035,"1974-10-31",1.2,18.4
1036,"1974-11-01",0.6,22.4
1037,"1974-11-02",5,20.6
1038,"1974-11-03",4.8,20.6
1039,"1974-11-04",6.8,23
1040,"1974-11-05",4.2,22.6
1041,"1974-11-06",1.8,19.6
1042,"1974-11-07",3.8,19.4
1043,"1974-11-08",5.4,25
1044,"1974-11-09",4,25.4
1045,"1974-11-10",2.4,24.2
1046,"1974-11-11",2.4,23.6
1047,"1974-11-12",7.4,21.4
1048,"1974-11-13",9.6,20.6
1049,"1974-11-14",13.6,20
1050,"1974-11-15",9,19
1051,"1974-11-16",10,18.2
1052,"1974-11-17",10.2,20.6
1053,"1974-11-18",9,17.4
1054,"1974-11-19",4.6,21
1055,"1974-11-20",3.4,19
1056,"1974-11-21",7,22.6
1057,"1974-11-22",7.4,21.6
1058,"1974-11-23",10,16.8
1059,"1974-11-24",5.6,16.4
1060,"1974-11-25",12.2,18
1061,"1974-11-26",7.8,20.8
1062,"1974-11-27",7,21
1063,"1974-11-28",6,22.2
1064,"1974-11-29",6.2,21
1065,"1974-11-30",6,21
1066,"1974-12-01",4.2,22.6
1067,"1974-12-02",1.6,22
1068,"1974-12-03",0,22
1069,"1974-12-04",2.4,15.4
1070,"1974-12-05",1.2,20.2
1071,"1974-12-06",0.4,18.2
1072,"1974-12-07",0.4,18
1073,"1974-12-08",-0.6,16.6
1074,"1974-12-09",-0.6,16.4
1075,"1974-12-10",4,15.6
1076,"1974-12-11",0.4,16.6
1077,"1974-12-12",-0.6,16.4
1078,"1974-12-13",2.4,18.4
1079,"1974-12-14",-1.6,17.6
1080,"1974-12-15",-0.4,17
1081,"1974-12-16",0.8,18
1082,"1974-12-17",-1.4,17.4
1083,"1974-12-18",-2.2,17.6
1084,"1974-12-19",-2.4,17.2
1085,"1974-12-20",-2.2,17.4
1086,"1974-12-21",0,17.6
1087,"1974-12-22",-2,18.2
1088,"1974-12-23",-1.6,19.2
1089,"1974-12-24",11.8,15.6
1090,"1974-12-25",11.8,18.6
1091,"1974-12-26",6.8,20.6
1092,"1974-12-27",5.4,19.2
1093,"1974-12-28",5.4,23.6
1094,"1974-12-29",3,22.2
1095,"1974-12-30",5.4,24
1096,"1974-12-31",7,23.6
1097,"1975-01-01",0.6,20.6
1098,"1975-01-02",5,21.6
1099,"1975-01-03",-0.6,18.2
1100,"1975-01-04",-1,17
1101,"1975-01-05",-2,18.6
1102,"1975-01-06",3,18
1103,"1975-01-07",-1.8,17.2
1104,"1975-01-08",-2.2,18
1105,"1975-01-09",-3,17.8
1106,"1975-01-10",-1.6,19.2
1107,"1975-01-11",9,15.6
1108,"1975-01-12",10.6,15
1109,"1975-01-13",4,18.6
1110,"1975-01-14",11,20
1111,"1975-01-15",8.6,15
1112,"1975-01-16",4.6,14
1113,"1975-01-17",10,16.6
1114,"1975-01-18",10,15.4
1115,"1975-01-19",2,12.6
1116,"1975-01-20",1,14.2
1117,"1975-01-21",3,11.4
1118,"1975-01-22",1.2,12.4
1119,"1975-01-23",0,13.6
1120,"1975-01-24",5.6,11.4
1121,"1975-01-25",4.6,16.6
1122,"1975-01-26",2.4,18
1123,"1975-01-27",3.6,16.6
1124,"1975-01-28",7,16.4
1125,"1975-01-29",7,20.2
1126,"1975-01-30",7,18.6
1127,"1975-01-31",10,18.6
1128,"1975-02-01",6,21
1129,"1975-02-02",6,19.2
1130,"1975-02-03",8.4,16.2
1131,"1975-02-04",4.6,14.4
1132,"1975-02-05",7.4,13
1133,"1975-02-06",8.6,13.4
1134,"1975-02-07",7,18.2
1135,"1975-02-08",9.2,14.4
1136,"1975-02-09",7.6,10.6
1137,"1975-02-10",3.4,13
1138,"1975-02-11",8.6,15.8
1139,"1975-02-12",7.4,16.4
1140,"1975-02-13",8,15.4
1141,"1975-02-14",8.2,14
1142,"1975-02-15",9,18
1143,"1975-02-16",6.2,17
1144,"1975-02-17",5.8,19
1145,"1975-02-18",3.4,20
1146,"1975-02-19",0,19.8
1147,"1975-02-20",1.6,18.8
1148,"1975-02-21",7.4,19.2
1149,"1975-02-22",9.4,14.2
1150,"1975-02-23",7.2,17.4
1151,"1975-02-24",4.4,17
1152,"1975-02-25",5,14.4
1153,"1975-02-26",2.8,19.2
1154,"1975-02-27",11,21
1155,"1975-02-28",7,18.8
1156,"1975-03-01",9,18
1157,"1975-03-02",4,15.6
1158,"1975-03-03",7.8,13.6
1159,"1975-03-04",5.4,13.4
1160,"1975-03-05",5.6,14.4
1161,"1975-03-06",1,17.6
1162,"1975-03-07",6.6,16.6
1163,"1975-03-08",8.6,16.4
1164,"1975-03-09",4,14
1165,"1975-03-10",5.4,10.6
1166,"1975-03-11",3,12.6
1167,"1975-03-12",3.8,13.6
1168,"1975-03-13",3,14.4
1169,"1975-03-14",2,14.6
1170,"1975-03-15",4,14.8
1171,"1975-03-16",3,17.6
1172,"1975-03-17",4.8,17.4
1173,"1975-03-18",9,17.6
1174,"1975-03-19",9.8,15.6
1175,"1975-03-20",6,16.2
1176,"1975-03-21",2.4,17.2
1177,"1975-03-22",3.2,19.6
1178,"1975-03-23",3,21.2
1179,"1975-03-24",7,19.6
1180,"1975-03-25",4.8,19.6
1181,"1975-03-26",6.4,17.4
1182,"1975-03-27",4.6,19.6
1183,"1975-03-28",6,21
1184,"1975-03-29",9.2,16.6
1185,"1975-03-30",8.8,15.8
1186,"1975-03-31",2.6,16.6
1187,"1975-04-01",5,15
1188,"1975-04-02",0.2,17.6
1189,"1975-04-03",2.4,18.4
1190,"1975-04-04",7,15.6
1191,"1975-04-05",8,11.2
1192,"1975-04-06",3,16.6
1193,"1975-04-07",2.2,19
1194,"1975-04-08",2.6,22
1195,"1975-04-09",4.2,22
1196,"1975-04-10",7.4,18.4
1197,"1975-04-11",4.2,19.6
1198,"1975-04-12",1,22
1199,"1975-04-13",3.8,22.2
1200,"1975-04-14",4.4,23.4
1201,"1975-04-15",7,24.2
1202,"1975-04-16",10,27.2
1203,"1975-04-17",12,28
1204,"1975-04-18",9.2,19
1205,"1975-04-19",6.4,17
1206,"1975-04-20",8,19.6
1207,"1975-04-21",9.6,25
1208,"1975-04-22",11,19
1209,"1975-04-23",8.4,16.2
1210,"1975-04-24",9.4,17.8
1211,"1975-04-25",5.4,20
1212,"1975-04-26",10,21.6
1213,"1975-04-27",10,20.4
1214,"1975-04-28",11,17.8
1215,"1975-04-29",11.6,18.6
1216,"1975-04-30",7.4,23.4
1217,"1975-05-01",7.4,23.6
1218,"1975-05-02",12,25
1219,"1975-05-03",10.8,25.6
1220,"1975-05-04",9,25.4
1221,"1975-05-05",7,21.4
1222,"1975-05-06",5,20.6
1223,"1975-05-07",6,20.4
1224,"1975-05-08",5.8,22.2
1225,"1975-05-09",4.8,22
1226,"1975-05-10",9,19
1227,"1975-05-11",10,19.6
1228,"1975-05-12",8,23
1229,"1975-05-13",10.4,20
1230,"1975-05-14",9.8,21.4
1231,"1975-05-15",9.6,20.4
1232,"1975-05-16",8.4,22.2
1233,"1975-05-17",6.8,22.8
1234,"1975-05-18",11.6,19.6
1235,"1975-05-19",11.6,18.2
1236,"1975-05-20",12,18.2
1237,"1975-05-21",12.6,19
1238,"1975-05-22",10.4,22.4
1239,"1975-05-23",11.4,24
1240,"1975-05-24",9.4,19.6
1241,"1975-05-25",9,25
1242,"1975-05-26",9,24
1243,"1975-05-27",9.2,23.4
1244,"1975-05-28",8.4,22.2
1245,"1975-05-29",7.6,23.6
1246,"1975-05-30",8,23
1247,"1975-05-31",14,20
1248,"1975-06-01",11,21.2
1249,"1975-06-02",10.4,22.4
1250,"1975-06-03",6.4,27.6
1251,"1975-06-04",9,32.6
1252,"1975-06-05",13,34.8
1253,"1975-06-06",12,25
1254,"1975-06-07",12.6,31.2
1255,"1975-06-08",14.6,31
1256,"1975-06-09",14.2,26.2
1257,"1975-06-10",8.4,23
1258,"1975-06-11",11,27.4
1259,"1975-06-12",13.2,29.4
1260,"1975-06-13",15.4,28
1261,"1975-06-14",12.4,26
1262,"1975-06-15",12.2,27
1263,"1975-06-16",14.8,24.6
1264,"1975-06-17",12,27.2
1265,"1975-06-18",10.6,32
1266,"1975-06-19",13,34.6
1267,"1975-06-20",15,24.2
1268,"1975-06-21",11.6,27.2
1269,"1975-06-22",12.4,30.6
1270,"1975-06-23",15,34
1271,"1975-06-24",15,31
1272,"1975-06-25",14.6,25.4
1273,"1975-06-26",13,27
1274,"1975-06-27",12,29
1275,"1975-06-28",12,28.6
1276,"1975-06-29",14,32.6
1277,"1975-06-30",13.4,37
1278,"1975-07-01",14.2,38.2
1279,"1975-07-02",16.2,38.6
1280,"1975-07-03",17,35.6
1281,"1975-07-04",12,34.4
1282,"1975-07-05",13,34.6
1283,"1975-07-06",14.2,30.6
1284,"1975-07-07",12.2,29
1285,"1975-07-08",13.8,31.2
1286,"1975-07-09",13.4,32
1287,"1975-07-10",13,32.6
1288,"1975-07-11",12.8,36.4
1289,"1975-07-12",14.6,39.2
1290,"1975-07-13",17,38.6
1291,"1975-07-14",18,41
1292,"1975-07-15",18.4,43.6
1293,"1975-07-16",22,42.6
1294,"1975-07-17",19,33.2
1295,"1975-07-18",14.4,34.2
1296,"1975-07-19",14,36.2
1297,"1975-07-20",15.6,36.4
1298,"1975-07-21",16,35.4
1299,"1975-07-22",16,35.4
1300,"1975-07-23",13.2,33.4
1301,"1975-07-24",16.6,34.4
1302,"1975-07-25",10.4,37
1303,"1975-07-26",15.8,36.6
1304,"1975-07-27",16.4,37.4
1305,"1975-07-28",18,40.6
1306,"1975-07-29",17.8,42.2
1307,"1975-07-30",21.4,42.6
1308,"1975-07-31",21.4,33.4
1309,"1975-08-01",17.6,36.6
1310,"1975-08-02",18.4,34.2
1311,"1975-08-03",19.4,34.6
1312,"1975-08-04",17.8,34.4
1313,"1975-08-05",18.6,38
1314,"1975-08-06",19.6,39.2
1315,"1975-08-07",19.4,42
1316,"1975-08-08",21,37
1317,"1975-08-09",17,37
1318,"1975-08-10",17.2,35
1319,"1975-08-11",16.4,35
1320,"1975-08-12",15.6,34
1321,"1975-08-13",17.4,32
1322,"1975-08-14",19,30.6
1323,"1975-08-15",16,33
1324,"1975-08-16",14.4,32.8
1325,"1975-08-17",16.2,37.2
1326,"1975-08-18",18,40
1327,"1975-08-19",21.6,40.6
1328,"1975-08-20",19,38.6
1329,"1975-08-21",19.6,33.2
1330,"1975-08-22",16.4,30.6
1331,"1975-08-23",15.6,31.6
1332,"1975-08-24",15,34.6
1333,"1975-08-25",14,37.4
1334,"1975-08-26",17.4,34
1335,"1975-08-27",16,32.6
1336,"1975-08-28",16.6,32.8
1337,"1975-08-29",16.2,34.4
1338,"1975-08-30",16.4,35
1339,"1975-08-31",15.4,31
1340,"1975-09-01",16.8,30.6
1341,"1975-09-02",14,33
1342,"1975-09-03",17,30
1343,"1975-09-04",16,26.8
1344,"1975-09-05",15,27
1345,"1975-09-06",14,27
1346,"1975-09-07",13,27.4
1347,"1975-09-08",14.4,26
1348,"1975-09-09",14,28.8
1349,"1975-09-10",13,32.6
1350,"1975-09-11",15,32.6
1351,"1975-09-12",12.4,33.6
1352,"1975-09-13",14.6,33.6
1353,"1975-09-14",18,26.4
1354,"1975-09-15",10,20.4
1355,"1975-09-16",5.4,20.6
1356,"1975-09-17",7.4,23.6
1357,"1975-09-18",7.4,28.2
1358,"1975-09-19",10.8,30
1359,"1975-09-20",12.6,32
1360,"1975-09-21",14.4,32.6
1361,"1975-09-22",12.4,31.6
1362,"1975-09-23",11.8,30.4
1363,"1975-09-24",12.2,31
1364,"1975-09-25",12.4,30
1365,"1975-09-26",12,27.4
1366,"1975-09-27",11.6,27.4
1367,"1975-09-28",18,30.4
1368,"1975-09-29",16.6,24.8
1369,"1975-09-30",15.4,25
1370,"1975-10-01",10.6,30
1371,"1975-10-02",10.4,33.4
1372,"1975-10-03",12,34.4
1373,"1975-10-04",12.4,32.4
1374,"1975-10-05",13.4,32
1375,"1975-10-06",13,30.4
1376,"1975-10-07",13,32
1377,"1975-10-08",13.2,33
1378,"1975-10-09",12.6,30.4
1379,"1975-10-10",15.2,25
1380,"1975-10-11",13.6,24.8
1381,"1975-10-12",6.2,23
1382,"1975-10-13",3.4,22.4
1383,"1975-10-14",7,23
1384,"1975-10-15",12,21.6
1385,"1975-10-16",10,22.8
1386,"1975-10-17",4.6,22
1387,"1975-10-18",6,23.8
1388,"1975-10-19",9,26.2
1389,"1975-10-20",10,27
1390,"1975-10-21",9.6,28.6
1391,"1975-10-22",7.2,29.8
1392,"1975-10-23",8,26
1393,"1975-10-24",11,22.4
1394,"1975-10-25",14,26
1395,"1975-10-26",13.2,26.6
1396,"1975-10-27",12.6,26
1397,"1975-10-28",15,27.2
1398,"1975-10-29",14.4,30
1399,"1975-10-30",10,31
1400,"1975-10-31",18,23.6
1401,"1975-11-01",11.4,19.2
1402,"1975-11-02",5,19
1403,"1975-11-03",13.2,22
1404,"1975-11-04",6,22.6
1405,"1975-11-05",4,22.8
1406,"1975-11-06",4,23
1407,"1975-11-07",8.4,19.8
1408,"1975-11-08",0,20
1409,"1975-11-09",7,19
1410,"1975-11-10",11,20.2
1411,"1975-11-11",6.8,27
1412,"1975-11-12",11,25.4
1413,"1975-11-13",6,27.4
1414,"1975-11-14",5,29.6
1415,"1975-11-15",4.8,28
1416,"1975-11-16",4,26.4
1417,"1975-11-17",12,17.4
1418,"1975-11-18",-0.6,15
1419,"1975-11-19",-0.8,17.4
1420,"1975-11-20",0.4,17.6
1421,"1975-11-21",2.4,21.6
1422,"1975-11-22",5.4,21.4
1423,"1975-11-23",1.2,18
1424,"1975-11-24",9,14
1425,"1975-11-25",1.6,15.4
1426,"1975-11-26",1,16.6
1427,"1975-11-27",1.8,15.6
1428,"1975-11-28",1.8,17
1429,"1975-11-29",4,17
1430,"1975-11-30",2.8,15
1431,"1975-12-01",-2,14
1432,"1975-12-02",-1,15.4
1433,"1975-12-03",9,15.4
1434,"1975-12-04",4.6,17.4
1435,"1975-12-05",8.2,15.6
1436,"1975-12-06",4.4,16.6
1437,"1975-12-07",9.2,18.8
1438,"1975-12-08",7.4,19.2
1439,"1975-12-09",7,20
1440,"1975-12-10",7,15
1441,"1975-12-11",5,18
1442,"1975-12-12",10,16.4
1443,"1975-12-13",7,12.6
1444,"1975-12-14",0.4,12
1445,"1975-12-15",5.4,11
1446,"1975-12-16",5,13.4
1447,"1975-12-17",6.4,12
1448,"1975-12-18",2.2,11.6
1449,"1975-12-19",7,11
1450,"1975-12-20",1,13.4
1451,"1975-12-21",5.4,15.4
1452,"1975-12-22",3.6,15.6
1453,"1975-12-23",5,16.6
1454,"1975-12-24",1,14
1455,"1975-12-25",4.6,13.4
1456,"1975-12-26",0.2,13.8
1457,"1975-12-27",3.4,16.2
1458,"1975-12-28",4.4,15.6
1459,"1975-12-29",1.8,15.4
1460,"1975-12-30",5.6,17.6
1461,"1975-12-31",2.8,16.8
1462,"1976-01-01",1,14.6
1463,"1976-01-02",4.6,18.2
1464,"1976-01-03",2.4,18
1465,"1976-01-04",1.4,20
1466,"1976-01-05",-1.2,20.2
1467,"1976-01-06",-0.6,18
1468,"1976-01-07",0,18.2
1469,"1976-01-08",-1.4,18
1470,"1976-01-09",0.6,17
1471,"1976-01-10",-1.2,17
1472,"1976-01-11",0.6,17.6
1473,"1976-01-12",-0.2,20
1474,"1976-01-13",0.6,18.4
1475,"1976-01-14",0,18
1476,"1976-01-15",2.6,16.2
1477,"1976-01-16",0.4,18.4
1478,"1976-01-17",1,16
1479,"1976-01-18",-2.4,16.4
1480,"1976-01-19",-1,14.4
1481,"1976-01-20",-1.4,16.4
1482,"1976-01-21",-1.6,17
1483,"1976-01-22",0.6,18
1484,"1976-01-23",-1.4,17.6
1485,"1976-01-24",3,14.6
1486,"1976-01-25",-1.6,14
1487,"1976-01-26",-6.8,10.2
1488,"1976-01-27",-8,10.6
1489,"1976-01-28",-4.6,11.4
1490,"1976-01-29",5,12.4
1491,"1976-01-30",8,13.4
1492,"1976-01-31",6.8,12.4
1493,"1976-02-01",4.6,12.6
1494,"1976-02-02",7,15
1495,"1976-02-03",10,16.2
1496,"1976-02-04",8.6,12.8
1497,"1976-02-05",7.8,15
1498,"1976-02-06",6,12.2
1499,"1976-02-07",5.8,13.8
1500,"1976-02-08",2,17
1501,"1976-02-09",4,17.6
1502,"1976-02-10",3.4,18
1503,"1976-02-11",6,13
1504,"1976-02-12",7,15.8
1505,"1976-02-13",1,15
1506,"1976-02-14",7.2,15
1507,"1976-02-15",5.2,16
1508,"1976-02-16",4.6,14.4
1509,"1976-02-17",8.6,14.8
1510,"1976-02-18",6.6,15.4
1511,"1976-02-19",8,15.6
1512,"1976-02-20",2.6,18
1513,"1976-02-21",2.6,20
1514,"1976-02-22",3.2,19.6
1515,"1976-02-23",5,22
1516,"1976-02-24",5.6,19.2
1517,"1976-02-25",3.6,18.6
1518,"1976-02-26",4.8,17.4
1519,"1976-02-27",7.8,18.2
1520,"1976-02-28",6.2,20.2
1521,"1976-02-29",5.2,19.4
1522,"1976-03-01",4.6,19
1523,"1976-03-02",5.4,20.2
1524,"1976-03-03",3.4,21
1525,"1976-03-04",3.4,21
1526,"1976-03-05",2.4,19.6
1527,"1976-03-06",5.4,20
1528,"1976-03-07",4.4,18
1529,"1976-03-08",8,12.2
1530,"1976-03-09",1.2,17
1531,"1976-03-10",2.6,17.2
1532,"1976-03-11",2.2,17.4
1533,"1976-03-12",4.2,16.4
1534,"1976-03-13",7,15
1535,"1976-03-14",0,15
1536,"1976-03-15",8.2,15.8
1537,"1976-03-16",0.6,17
1538,"1976-03-17",2.2,22.4
1539,"1976-03-18",1.6,21.4
1540,"1976-03-19",9,18.2
1541,"1976-03-20",5.2,21.4
1542,"1976-03-21",9.2,16.4
1543,"1976-03-22",4,16.4
1544,"1976-03-23",-1,16.4
1545,"1976-03-24",6.8,15.4
1546,"1976-03-25",2.4,18.6
1547,"1976-03-26",2.6,20
1548,"1976-03-27",3.4,23.6
1549,"1976-03-28",5,23.4
1550,"1976-03-29",4.6,20.4
1551,"1976-03-30",4.6,24.6
1552,"1976-03-31",4.2,26
1553,"1976-04-01",2.8,25.2
1554,"1976-04-02",5,20.2
1555,"1976-04-03",9,15.4
1556,"1976-04-04",3.8,16.6
1557,"1976-04-05",8.2,16
1558,"1976-04-06",3.4,18.4
1559,"1976-04-07",3.2,20
1560,"1976-04-08",6.8,14.4
1561,"1976-04-09",8.6,14.4
1562,"1976-04-10",8.6,16.4
1563,"1976-04-11",7,19.4
1564,"1976-04-12",7.2,12
1565,"1976-04-13",3.4,19.4
1566,"1976-04-14",6.4,21.4
1567,"1976-04-15",8.4,19.2
1568,"1976-04-16",5,17.6
1569,"1976-04-17",5.2,11.2
1570,"1976-04-18",5.2,16.6
1571,"1976-04-19",8,16.8
1572,"1976-04-20",10.4,18.6
1573,"1976-04-21",5,19.4
1574,"1976-04-22",10,19
1575,"1976-04-23",8.8,18.4
1576,"1976-04-24",5.6,21.4
1577,"1976-04-25",7,21.4
1578,"1976-04-26",6.6,21.4
1579,"1976-04-27",9.6,19.4
1580,"1976-04-28",8.8,17.4
1581,"1976-04-29",7,19
1582,"1976-04-30",12.2,20.4
1583,"1976-05-01",8.6,17.6
1584,"1976-05-02",9,21
1585,"1976-05-03",7.2,24.8
1586,"1976-05-04",7.6,26.4
1587,"1976-05-05",7,23.4
1588,"1976-05-06",11.4,19.4
1589,"1976-05-07",12,22.6
1590,"1976-05-08",9.6,22.4
1591,"1976-05-09",13,16
1592,"1976-05-10",12.6,16.6
1593,"1976-05-11",11,23.6
1594,"1976-05-12",8.6,26.6
1595,"1976-05-13",12.4,22.6
1596,"1976-05-14",11.4,21.2
1597,"1976-05-15",13,24
1598,"1976-05-16",8.6,26
1599,"1976-05-17",10,26.6
1600,"1976-05-18",10.4,27.4
1601,"1976-05-19",10.6,25
1602,"1976-05-20",7,26.6
1603,"1976-05-21",10.6,30
1604,"1976-05-22",11.8,32
1605,"1976-05-23",10,32.2
1606,"1976-05-24",11,30.6
1607,"1976-05-25",10.2,30
1608,"1976-05-26",10,30.4
1609,"1976-05-27",14,21.2
1610,"1976-05-28",11.2,20
1611,"1976-05-29",13.8,26
1612,"1976-05-30",12,30.4
1613,"1976-05-31",8.2,31
1614,"1976-06-01",12.4,35.4
1615,"1976-06-02",13.6,33
1616,"1976-06-03",13.6,28.4
1617,"1976-06-04",12.2,29.8
1618,"1976-06-05",11.4,30.4
1619,"1976-06-06",13,30.4
1620,"1976-06-07",11,27.4
1621,"1976-06-08",15,25.6
1622,"1976-06-09",12,30.6
1623,"1976-06-10",14,34
1624,"1976-06-11",19,35
1625,"1976-06-12",15,36.4
1626,"1976-06-13",12,35.4
1627,"1976-06-14",15.2,34.4
1628,"1976-06-15",12,34.6
1629,"1976-06-16",13.6,33.4
1630,"1976-06-17",16,33.4
1631,"1976-06-18",15.6,32
1632,"1976-06-19",15.4,33
1633,"1976-06-20",18,32.4
1634,"1976-06-21",16.4,33.6
